% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 27 2026, 21:01
% Table:              Tabla 9 - Valor propio 2
% n                                               lambda                                            Energía propia (eV)                               Probabilidad total (1)
1.6                                               0.08381858968310885                               0.08381858968310885                               0.9999999999999998
1.6                                               0.08381884342536866                               0.08381884342536866                               1
1.6                                               0.08456763313853251                               0.08456763313853251                               0.9999999999999992
1.6                                               0.0858259264661768                                0.08582592646617682                               0.9999999999999994
1.62                                              0.07689168777925282                               0.07689168777925282                               0.9999999999999999
1.62                                              0.08414929421163567                               0.08414929421163567                               0.9999999999999994
1.62                                              0.08456958611149615                               0.08456958611149615                               1.0000000000000004
1.62                                              0.08585907298597566                               0.08585907298597566                               1.0000000000000002
1.62                                              0.08909227203907254                               0.08909227203907254                               0.9999999999999994
1.6400000000000001                                0.07726583872813639                               0.07726583872813639                               0.9999999999999991
1.6400000000000001                                0.08445838171024782                               0.08445838171024782                               1.0000000000000024
1.6400000000000001                                0.0845716986849758                                0.0845716986849758                                1.0000000000000022
1.6400000000000001                                0.085906476608927                                 0.08590647660892702                               0.999999999999998
1.6400000000000001                                0.08909139294825329                               0.08909139294825329                               0.9999999999999988
1.6600000000000001                                0.07763312384638889                               0.07763312384638889                               0.9999999999999982
1.6600000000000001                                0.08457398961598446                               0.08457398961598447                               1.0000000000000004
1.6600000000000001                                0.08473900928910849                               0.08473900928910849                               1
1.6600000000000001                                0.08597669187478468                               0.08597669187478468                               0.999999999999999
1.6600000000000001                                0.08909008706894482                               0.08909008706894482                               0.9999999999999991
1.6800000000000002                                0.07799318669004154                               0.07799318669004154                               0.9999999999999999
1.6800000000000002                                0.08457648432420399                               0.08457648432420399                               0.9999999999999997
1.6800000000000002                                0.08497864947483046                               0.08497864947483046                               1.0000000000000018
1.6800000000000002                                0.08497871715480904                               0.08497871715480904                               0.9999999999999991
