% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 14 2026, 18:41
% Table:              Tabla 5 - Valor propio 1
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
15.600000000000001                                0.10211486485021651+2.1784351406865903E-10i       0.10211486485021651+2.1784351406865903E-10i       0.9999999999999984
15.700000000000001                                -0.058965203395770854-1.7780899585815366E-14i     -0.058965203395770854-1.7780899585815366E-14i     1
15.700000000000001                                -0.049400326786601556+1.9885185134072497E-15i     -0.049400326786601556+1.98851851340725E-15i       0.9999999999999989
15.700000000000001                                -0.039928935976276475+1.2427107087371257E-15i     -0.039928935976276475+1.2427107087371257E-15i     1.0000000000000002
15.700000000000001                                -0.030572672573124182-7.694332531764007E-16i      -0.030572672573124186-7.694332531764008E-16i      1.0000000000000002
15.700000000000001                                -0.021347275209242914+1.6869794536782968E-15i     -0.021347275209242914+1.6869794536782968E-15i     1
15.700000000000001                                -0.0122652955867988+8.112362308856731E-16i        -0.012265295586798801+8.112362308856731E-16i      0.9999999999999989
15.700000000000001                                -0.003337522992311104-5.25804246435281E-17i       -0.0033375229923111043-5.25804246435281E-17i      1.000000000000001
15.700000000000001                                -6.576213821376797E-4-1.4217618695409414E-17i     -6.576213821376797E-4-1.4217618695409414E-17i     1.0000000000000007
15.700000000000001                                0.005426226080514837-6.455904638590718E-18i       0.005426226080514837-6.455904638590719E-18i       0.9999999999999997
15.700000000000001                                0.010621154072772629+1.008581307592289E-16i       0.010621154072772629+1.0085813075922892E-16i      1.0000000000000004
15.700000000000001                                0.014016511467359424-9.662148415871286E-17i       0.014016511467359424-9.662148415871286E-17i       0.9999999999999996
15.700000000000001                                0.021618392292564917+2.1027710813844208E-16i      0.02161839229256492+2.1027710813844208E-16i       1.0000000000000018
15.700000000000001                                0.02242413454272449+3.352164155392789E-17i        0.022424134542724492+3.352164155392789E-17i       1.0000000000000018
15.700000000000001                                0.03063771396878051+5.702399682108397E-16i        0.03063771396878051+5.702399682108397E-16i        1.0000000000000007
15.700000000000001                                0.03136580601310626+8.350953281107696E-18i        0.03136580601310626+8.350953281107696E-18i        1.000000000000003
15.700000000000001                                0.032349817612846304+2.534129282793937E-16i       0.032349817612846304+2.534129282793937E-16i       0.9999999999999996
15.700000000000001                                0.03864861460497391-9.826102589627725E-17i        0.03864861460497391-9.826102589627727E-17i        1.0000000000000009
15.700000000000001                                0.04280263957157074-1.4324152271718305E-16i       0.04280263957157074-1.4324152271718305E-16i       0.9999999999999994
15.700000000000001                                0.04644416451186219-5.303280972333306E-16i        0.046444164511862195-5.303280972333306E-16i       0.9999999999999997
15.700000000000001                                0.04964095389246754+1.0743075499860259E-17i       0.04964095389246754+1.074307549986026E-17i        0.9999999999999986
15.700000000000001                                0.052992240395025245-7.64769551871669E-16i        0.052992240395025245-7.64769551871669E-16i        1.0000000000000004
15.700000000000001                                0.054014448780658926-1.4438851330410388E-16i      0.054014448780658926-1.4438851330410388E-16i      0.999999999999999
15.700000000000001                                0.061321976176856585+1.9819580567426889E-16i      0.061321976176856585+1.981958056742689E-16i       0.9999999999999993
15.700000000000001                                0.06293337833526311+4.744038039857486E-16i        0.06293337833526311+4.744038039857486E-16i        1.0000000000000016
15.700000000000001                                0.06630481916987191-1.885323313678347E-17i        0.06630481916987191-1.885323313678347E-17i        1.0000000000000009
15.700000000000001                                0.0683779078311234-8.214436852330495E-16i         0.0683779078311234-8.214436852330496E-16i         1.0000000000000009
15.700000000000001                                0.07259422618998544+6.518217816828744E-16i        0.07259422618998544+6.518217816828744E-16i        1.0000000000000007
15.700000000000001                                0.07514072161036961+1.7478951771899456E-16i       0.07514072161036962+1.7478951771899456E-16i       1.0000000000000024
15.700000000000001                                0.0764653753924461+1.752796789108337E-17i         0.0764653753924461+1.752796789108337E-17i         1.0000000000000004
15.700000000000001                                0.08155398014124318+6.041051763340717E-16i        0.08155398014124318+6.041051763340718E-16i        1.000000000000001
15.700000000000001                                0.08200221217637815+2.5778312767875524E-16i       0.08200221217637817+2.5778312767875524E-16i       0.9999999999999989
15.700000000000001                                0.08276913187440571+4.505497029897186E-16i        0.08276913187440571+4.505497029897186E-16i        0.9999999999999997
